school,suburb,state,postcode,score,schoolType,educationLevel
Teralba Public School,TERALBA,NSW,2284,,Government,primary
Alesco Senior College - Northlakes Campus,ARGENTON,NSW,2284,,Private,secondary
Argenton Public School,ARGENTON,NSW,2284,,Government,primary
St Paul's Catholic College,BOORAGUL,NSW,2284,,Catholic,secondary
Lake Macquarie High School,BOORAGUL,NSW,2284,,Government,secondary
Five Islands School,BOORAGUL,NSW,2284,,Government,secondary
Five Islands School,BOORAGUL,NSW,2284,,Government,primary
Booragul Public School,BOORAGUL,NSW,2284,,Government,primary
Boolaroo Public School,BOOLAROO,NSW,2284,,Government,primary
Speers Point Public School,SPEERS POINT,NSW,2284,,Government,primary
Cardiff Public School,CARDIFF,NSW,2285,,Government,primary
Cardiff North Public School,CARDIFF,NSW,2285,,Government,primary
Cardiff High School,CARDIFF,NSW,2285,,Government,secondary
"Aspect Hunter School, Cardiff Satellite",CARDIFF,NSW,2285,,Private,primary
St Kevin's Primary School,CARDIFF,NSW,2285,,Catholic,primary
Cardiff South Public School,CARDIFF SOUTH,NSW,2285,,Government,primary
Glendale Technology High School,GLENDALE,NSW,2285,,Government,secondary
St Benedict's Primary School,EDGEWORTH,NSW,2285,,Catholic,primary
Newcastle Waldorf School,GLENDALE,NSW,2285,,Private,secondary
Newcastle Waldorf School,GLENDALE,NSW,2285,,Private,primary
Glendale East Public School,GLENDALE,NSW,2285,,Government,primary
Edgeworth Heights Public School,EDGEWORTH,NSW,2285,,Government,primary
Holy Cross Primary School,GLENDALE,NSW,2285,,Catholic,primary
Edgeworth Public School,EDGEWORTH,NSW,2285,,Government,primary
West Wallsend High School,WEST WALLSEND,NSW,2286,,Government,secondary
West Wallsend Public School,WEST WALLSEND,NSW,2286,,Government,primary
Bishop Tyrrell Anglican College,FLETCHER,NSW,2287,,Private,secondary
Wallsend South Public School,WALLSEND,NSW,2287,,Government,primary
Glendore Public School,MARYLAND,NSW,2287,,Government,primary
Wallsend Public School,WALLSEND,NSW,2287,,Government,primary
Plattsburg Public School,WALLSEND,NSW,2287,,Government,primary
Callaghan College Wallsend Campus,WALLSEND,NSW,2287,,Government,secondary
Maryland Public School,MARYLAND,NSW,2287,,Government,primary
Minmi Public School,MINMI,NSW,2287,,Government,primary
Bishop Tyrrell Anglican College,FLETCHER,NSW,2287,,Private,primary
Macquarie College,WALLSEND,NSW,2287,,Private,primary
Macquarie College,WALLSEND,NSW,2287,90,Private,secondary
St Patrick's Primary School,WALLSEND,NSW,2287,,Catholic,primary
Elermore Vale Public School,WALLSEND,NSW,2287,,Government,primary
St James' Primary School,KOTARA SOUTH,NSW,2289,,Catholic,primary
Kotara South Public School,KOTARA,NSW,2289,,Government,primary
Kotara School,KOTARA,NSW,2289,,Government,secondary
Garden Suburb Public School,GARDEN SUBURB,NSW,2289,,Government,primary
Kotara School,KOTARA,NSW,2289,,Government,primary
"St Francis Xavier's College, St Pius X campus",ADAMSTOWN,NSW,2289,,Catholic,secondary
St Pius X High School,ADAMSTOWN,NSW,2289,,Catholic,secondary
St Columba's Primary School,ADAMSTOWN,NSW,2289,,Catholic,primary
Kotara High School,ADAMSTOWN,NSW,2289,,Government,secondary
Belair Public School,ADAMSTOWN,NSW,2289,,Government,primary
Adamstown Public School,ADAMSTOWN,NSW,2289,,Government,primary
Redhead Public School,REDHEAD,NSW,2290,,Government,primary
St Joseph's Primary School,CHARLESTOWN,NSW,2290,,Catholic,primary
Mount Hutton Public School,MOUNT HUTTON,NSW,2290,,Government,primary
Hillsborough Public School,CHARLESTOWN,NSW,2290,,Government,primary
Whitebridge High School,WHITEBRIDGE,NSW,2290,,Government,secondary
Charlestown Public School,CHARLESTOWN,NSW,2290,,Government,primary
Alesco Senior College - Charlestown Campus,CHARLESTOWN,NSW,2290,,Private,secondary
Charlestown South Public School,CHARLESTOWN,NSW,2290,97,Government,primary
Kahibah Public School,KAHIBAH,NSW,2290,,Government,primary
Awabakal Environmental Education Centre,DUDLEY,NSW,2290,,Government,primary
Newcastle Junior School,HILLSBOROUGH,NSW,2290,,Government,primary
Wiripaang Public School,GATESHEAD,NSW,2290,,Government,primary
Lakeside School,GATESHEAD,NSW,2290,,Government,primary
Lakeside School,GATESHEAD,NSW,2290,,Government,secondary
Hunter Sports High School,GATESHEAD,NSW,2290,,Government,secondary
St Paul's Primary School,GATESHEAD,NSW,2290,,Catholic,primary
Charlestown East Public School,CHARLESTOWN,NSW,2290,,Government,primary
"St Francis Xavier's College, St Mary's campus",GATESHEAD,NSW,2290,,Catholic,secondary
Awabakal Environmental Education Centre,DUDLEY,NSW,2290,,Government,secondary
Dudley Public School,DUDLEY,NSW,2290,,Government,primary
St Mary's Catholic College,GATESHEAD,NSW,2290,,Catholic,secondary
St Joseph's Primary School,MEREWETHER,NSW,2291,,Catholic,primary
Hamilton South Public School,MEREWETHER,NSW,2291,97,Government,primary
Merewether Public School,MEREWETHER,NSW,2291,,Government,primary
The Junction Public School,MEREWETHER,NSW,2291,,Government,primary
Merewether Heights Public School,MEREWETHER HEIGHTS,NSW,2291,,Government,primary
St Laurence Flexible Learning Centre,BROADMEADOW,NSW,2292,,Catholic,secondary
Hamilton North Public School,BROADMEADOW,NSW,2292,,Government,primary
Merewether High School,BROADMEADOW,NSW,2292,99,Government,secondary
Hunter School of Performing Arts,BROADMEADOW,NSW,2292,,Government,primary
Hunter School of Performing Arts,BROADMEADOW,NSW,2292,,Government,secondary
Carrington Public School,CARRINGTON,NSW,2294,,Government,primary
Fern Bay Public School,FERN BAY,NSW,2295,,Government,primary
Stockton Public School,STOCKTON,NSW,2295,,Government,primary
St Peter's Primary School,STOCKTON,NSW,2295,,Catholic,primary
Islington Public School,ISLINGTON,NSW,2296,,Government,primary
Tighes Hill Public School,TIGHES HILL,NSW,2297,,Government,primary
St Philip's Christian College - Waratah,WARATAH,NSW,2298,92,Private,secondary
St Philip's Christian College DALE,WARATAH,NSW,2298,97,Private,primary
St Philip's Christian College - Waratah,WARATAH,NSW,2298,,Private,primary
St Philip's Christian College DALE,WARATAH,NSW,2298,,Private,secondary
St Philip's Christian College DALE Young Parents,WARATAH,NSW,2298,,Private,secondary
Corpus Christi Primary School,WARATAH,NSW,2298,,Catholic,primary
Callaghan College Waratah Campus,WARATAH,NSW,2298,,Government,secondary
Newcastle Middle School,WARATAH,NSW,2298,,Government,secondary
Newcastle Middle School,WARATAH,NSW,2298,,Government,primary
Newcastle Senior School,WARATAH,NSW,2298,,Government,secondary
Waratah Public School,WARATAH,NSW,2298,,Government,primary
Waratah West Public School,WARATAH WEST,NSW,2298,,Government,primary
Jesmond Public School,JESMOND,NSW,2299,,Government,primary
Callaghan College Jesmond Senior Campus,JESMOND,NSW,2299,,Government,secondary
Heaton Public School,JESMOND,NSW,2299,,Government,primary
St John's Primary School,LAMBTON,NSW,2299,97,Catholic,primary
Lambton High School,LAMBTON,NSW,2299,,Government,secondary
Lambton Public School,LAMBTON,NSW,2299,,Government,primary
Alesco Senior College,COOKS HILL,NSW,2300,,Private,secondary
Newcastle East Public School,NEWCASTLE,NSW,2300,,Government,primary
Newcastle Grammar School,THE HILL,NSW,2300,97,Private,secondary
Newcastle Grammar School,THE HILL,NSW,2300,99,Private,primary
Newcastle Grammar Park School Campus,COOKS HILL,NSW,2300,,Private,primary
Newcastle Grammar Bolton Street Campus,NEWCASTLE,NSW,2300,,Private,secondary
Newcastle High School,HAMILTON,NSW,2303,,Government,secondary
Hamilton Public School,HAMILTON,NSW,2303,97,Government,primary
St Francis Xavier's College,HAMILTON,NSW,2303,,Catholic,secondary
Hunter Christian School,MAYFIELD,NSW,2304,,Private,primary
Mayfield West Public School,MAYFIELD,NSW,2304,,Government,primary
St Columban's Primary School,MAYFIELD,NSW,2304,,Catholic,primary
St Dominic's Centre,MAYFIELD,NSW,2304,,Catholic,primary
St Dominic's Centre,MAYFIELD,NSW,2304,,Catholic,secondary
San Clemente High School,MAYFIELD,NSW,2304,,Catholic,secondary
Hunter Christian School,MAYFIELD,NSW,2304,,Private,secondary
"St Francis Xavier's College, San Clemente campus",MAYFIELD,NSW,2304,,Catholic,secondary
Mayfield East Public School,MAYFIELD EAST,NSW,2304,,Government,primary
St Therese's Primary School,NEW LAMBTON,NSW,2305,,Catholic,primary
New Lambton South Public School,NEW LAMBTON,NSW,2305,,Government,primary
New Lambton Public School,NEW LAMBTON,NSW,2305,,Government,primary
John Hunter Hospital School,NEW LAMBTON HEIGHTS,NSW,2305,,Government,primary
New Lambton Heights Infants School,NEW LAMBTON HEIGHTS,NSW,2305,,Government,primary
John Hunter Hospital School,NEW LAMBTON HEIGHTS,NSW,2305,,Government,secondary
St Pius X Primary School,WINDALE,NSW,2306,,Catholic,primary
Windale Public School,WINDALE,NSW,2306,,Government,primary
Shortland Public School,SHORTLAND,NSW,2307,,Government,primary
Awabakal Environmental Education Centre,SHORTLAND,NSW,2307,,Government,primary
Margaret Jurd College,SHORTLAND,NSW,2307,,Private,secondary
Our Lady of Victories Primary School,SHORTLAND,NSW,2307,,Catholic,primary
Awabakal Environmental Education Centre,SHORTLAND,NSW,2307,,Government,secondary
Gresford Public School,GRESFORD,NSW,2311,,Government,primary
Nabiac Public School,NABIAC,NSW,2312,,Government,primary
Shoal Bay Public School,SHOAL BAY,NSW,2315,,Government,primary
St Michael's Primary School,NELSON BAY,NSW,2315,,Catholic,primary
Alesco Senior College - Tomaree Campus,NELSON BAY,NSW,2315,,Private,secondary
Anna Bay Public School,ANNA BAY,NSW,2316,,Government,primary
Bobs Farm Public School,BOBS FARM,NSW,2316,,Government,primary
Soldiers Point Public School,SOLDIERS POINT,NSW,2317,,Government,primary
Tomaree Public School,SALAMANDER BAY,NSW,2317,,Government,primary
Tomaree High School,SALAMANDER BAY,NSW,2317,,Government,secondary
St Philip's Christian College - Port Stephens,SALAMANDER BAY,NSW,2317,,Private,primary
St Philip's Christian College DALE - Port Stephens,SALAMANDER BAY,NSW,2317,,Private,secondary
St Philip's Christian College - Port Stephens,SALAMANDER BAY,NSW,2317,,Private,secondary
Wirreanda Public School,MEDOWIE,NSW,2318,,Government,primary
Catherine McAuley Catholic College,MEDOWIE,NSW,2318,,Catholic,secondary
Medowie Christian School,MEDOWIE,NSW,2318,,Private,secondary
Medowie Christian School,MEDOWIE,NSW,2318,,Private,primary
Salt Ash Public School,SALT ASH,NSW,2318,,Government,primary
Medowie Public School,MEDOWIE,NSW,2318,,Government,primary
Tanilba Bay Public School,TANILBA BAY,NSW,2319,,Government,primary
Largs Public School,LARGS,NSW,2320,,Government,primary
Rutherford Public School,RUTHERFORD,NSW,2320,,Government,primary
Rutherford Technology High School,RUTHERFORD,NSW,2320,,Government,secondary
Hunter Valley Grammar School - Farm,MAITLAND,NSW,2320,,Private,secondary
St Paul's Primary School,RUTHERFORD,NSW,2320,,Catholic,primary
All Saints College (St Peter's),MAITLAND,NSW,2320,,Catholic,secondary
Bolwarra Public School,BOLWARRA,NSW,2320,,Government,primary
Hunter Trade College,TELARAH,NSW,2320,,Private,secondary
St John the Baptist Primary School,MAITLAND,NSW,2320,,Catholic,primary
Maitland Public School,MAITLAND,NSW,2320,,Government,primary
Telarah Public School,MAITLAND,NSW,2320,,Government,primary
All Saints College,MAITLAND,NSW,2320,,Catholic,secondary
Nillo Infants School,LORN,NSW,2320,,Government,primary
Hinton Public School,HINTON,NSW,2321,,Government,primary
Gillieston Public School,GILLIESTON HEIGHTS,NSW,2321,,Government,primary
Morpeth Public School,MORPETH,NSW,2321,,Government,primary
Clarence Town Public School,CLARENCE TOWN,NSW,2321,,Government,primary
Iona Public School,WOODVILLE,NSW,2321,,Government,primary
St Joseph's College,LOCHINVAR,NSW,2321,,Catholic,secondary
Glen William Public School,CLARENCE TOWN,NSW,2321,,Government,primary
Gillieston Heights Adventist School,GILLIESTON HEIGHTS,NSW,2321,,Private,primary
St Patrick's Primary School,LOCHINVAR,NSW,2321,,Catholic,primary
Lochinvar Public School,LOCHINVAR,NSW,2321,,Government,primary
Thornton Public School,THORNTON,NSW,2322,,Government,primary
St Bede's Catholic College,CHISHOLM,NSW,2322,,Catholic,secondary
Beresfield Public School,BERESFIELD,NSW,2322,,Government,primary
Aspect Hunter School,THORNTON,NSW,2322,,Private,secondary
Woodberry Public School,WOODBERRY,NSW,2322,,Government,primary
Woodberry Learning Centre,WOODBERRY,NSW,2322,,Government,secondary
Black Hill Public School,BLACK HILL,NSW,2322,,Government,primary
Aspect Hunter School,THORNTON,NSW,2322,,Private,primary
Woodberry Learning Centre,WOODBERRY,NSW,2322,,Government,primary
Our Lady of Lourdes Primary School,TARRO,NSW,2322,,Catholic,primary
Tarro Public School,TARRO,NSW,2322,,Government,primary
St Aloysius Catholic Primary School,CHISHOLM,NSW,2322,,Catholic,primary
Francis Greenway High School,BERESFIELD,NSW,2322,,Government,secondary
"Aspect Hunter School, Tarro Satellite",TARRO,NSW,2322,,Private,primary
Hunter River Community School,METFORD,NSW,2323,,Government,secondary
Hunter Valley Grammar School,ASHTONFIELD,NSW,2323,,Private,primary
Maitland High School,EAST MAITLAND,NSW,2323,,Government,secondary
Arise Christian College,METFORD,NSW,2323,,Private,secondary
Metford Public School,METFORD,NSW,2323,,Government,primary
Arise Christian College,METFORD,NSW,2323,,Private,primary
Hunter River Community School,METFORD,NSW,2323,,Government,primary
Maitland Christian School,METFORD,NSW,2323,,Private,secondary
Maitland East Public School,EAST MAITLAND,NSW,2323,,Government,primary
Hunter Valley Grammar School,ASHTONFIELD,NSW,2323,,Private,secondary
Maitland Christian School,METFORD,NSW,2323,,Private,primary
Maitland Grossmann High School,EAST MAITLAND,NSW,2323,,Government,secondary
Tenambit Public School,TENAMBIT,NSW,2323,,Government,primary
Ashtonfield Public School,ASHTONFIELD,NSW,2323,,Government,primary
OneSchool Global NSW - Maitland,EAST MAITLAND,NSW,2323,,Private,primary
Mulbring Public School,MULBRING,NSW,2323,,Government,primary
St Joseph's Primary School,EAST MAITLAND,NSW,2323,,Catholic,primary
OneSchool Global NSW - Maitland,EAST MAITLAND,NSW,2323,,Private,secondary
Linuwel School Ltd,EAST MAITLAND,NSW,2323,,Private,secondary
Linuwel School Ltd,EAST MAITLAND,NSW,2323,,Private,primary
Grahamstown Public School,RAYMOND TERRACE,NSW,2324,,Government,primary
Irrawang Public School,RAYMOND TERRACE,NSW,2324,,Government,primary
Raymond Terrace Public School,RAYMOND TERRACE,NSW,2324,,Government,primary
St Brigid's Primary School,RAYMOND TERRACE,NSW,2324,,Catholic,primary
Millers Forest Public School,MILLERS FOREST,NSW,2324,,Government,primary
Karuah Public School,KARUAH,NSW,2324,,Government,primary
Mount Kanwary Public School,OSTERLEY,NSW,2324,,Government,primary
Seaham Public School,SEAHAM,NSW,2324,,Government,primary
"Alesco Senior College, Raymond Terrace Campus",RAYMOND TERRACE,NSW,2324,,Private,secondary
Tea Gardens Public School,TEA GARDENS,NSW,2324,,Government,primary
Hunter River High School,HEATHERBRAE,NSW,2324,,Government,secondary
Irrawang High School,RAYMOND TERRACE,NSW,2324,,Government,secondary
St Philip's Christian College DALE - Cessnock,NULKABA,NSW,2325,,Private,primary
Millfield Public School,MILLFIELD,NSW,2325,,Government,primary
Bellbird Public School,BELLBIRD,NSW,2325,,Government,primary
Nulkaba Public School,NULKABA,NSW,2325,,Government,primary
St Patrick's Primary School,CESSNOCK,NSW,2325,,Catholic,primary
Cessnock East Public School,CESSNOCK,NSW,2325,,Government,primary
Cessnock High School,CESSNOCK,NSW,2325,,Government,secondary
Alesco Senior College - Cessnock Campus,CESSNOCK,NSW,2325,,Private,secondary
Cessnock West Public School,CESSNOCK,NSW,2325,,Government,primary
Paxton Public School,PAXTON,NSW,2325,,Government,primary
Cessnock Public School,CESSNOCK,NSW,2325,,Government,primary
Kearsley Public School,KEARSLEY,NSW,2325,,Government,primary
Kitchener Public School,KITCHENER,NSW,2325,,Government,primary
St Philip's Christian College - Cessnock,NULKABA,NSW,2325,,Private,secondary
St Philip's Christian College DALE - Cessnock,NULKABA,NSW,2325,,Private,secondary
Ellalong Public School,ELLALONG,NSW,2325,,Government,primary
St Philip's Christian College - Cessnock,NULKABA,NSW,2325,,Private,primary
Abermain Public School,ABERMAIN,NSW,2326,,Government,primary
"Aspect Hunter School, Abermain Satellite",ABERMAIN,NSW,2326,,Private,primary
Holy Spirit Infants School,ABERMAIN,NSW,2326,,Catholic,primary
Weston Public School,WESTON,NSW,2326,,Government,primary
Kurri Kurri Public School,KURRI KURRI,NSW,2327,,Government,primary
Kurri Kurri High School,KURRI KURRI,NSW,2327,,Government,secondary
Holy Spirit Primary School,KURRI KURRI,NSW,2327,,Catholic,primary
Stanford Merthyr Infants School,STANFORD MERTHYR,NSW,2327,,Government,primary
Pelaw Main Public School,PELAW MAIN,NSW,2327,,Government,primary
St Joseph's Primary School,DENMAN,NSW,2328,,Catholic,primary
Denman Public School,DENMAN,NSW,2328,,Government,primary
Merriwa Central School,MERRIWA,NSW,2329,,Government,secondary
Cassilis Public School,CASSILIS,NSW,2329,,Government,primary
Merriwa Central School,MERRIWA,NSW,2329,,Government,primary
St Joseph's Primary School,MERRIWA,NSW,2329,,Catholic,primary
St Catherine's Catholic College,SINGLETON,NSW,2330,,Catholic,secondary
St Catherine's Catholic College,SINGLETON,NSW,2330,,Catholic,primary
Singleton High School,SINGLETON,NSW,2330,,Government,secondary
Australian Christian College - Singleton,SINGLETON,NSW,2330,,Private,secondary
